,Fund,Study Area Code,Company Name,Carrier,Latitude,Longitude,Deployment Address,Deployment City,Deployment State,Deployment ZIP Code,SAC Primary State,Deployment Date,Filing Year,Census Block,Locations Deployed,Download/Upload Speed Tier,Technology,Other Technology,Latency,Overlapping Locations,FIPSCODE,geometry
9055,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.339184,-84.429137,3163 W 11 MILE RD,DAFTER,MI,49724,MI,12/03/2020,2020,260339708001084,1,10 Mbps/1 Mbps,,,,False,19540,POINT (-84.429137 46.339184)
9056,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.979471,-84.759668,N 3846 BELONGA RD,SAINT IGNACE,MI,49781,MI,12/31/2020,2020,260979504002042,1,10 Mbps/1 Mbps,,,,False,70860,POINT (-84.759668 45.979471)
9057,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.285964,-84.362461,15129 S M 129,SAULT SAINTE MARIE,MI,49783,MI,12/31/2020,2020,260339710002084,1,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.362461 46.285964)
9058,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.1155,-85.5844204,14240 HIAWATHA TRL  UNIT  BLDG  FLR,ENGADINE,MI,49827,MI,12/31/2019,2019,260979503001101,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.5844204 46.1155)
9059,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.189853,-84.953659,28288 W H 40,TROUT LAKE,MI,49780,MI,12/31/2020,2020,260339708002214,1,10 Mbps/1 Mbps,,,,False,80600,POINT (-84.953659 46.189853)
9060,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.097359,-85.50211,W12651 W BEACH RD,NAUBINWAY,MI,49762,MI,12/31/2021,2021,260979503002011,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.50211 46.097359)
9061,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.526615,-84.224531,1273 N WESTSHORE DR,SAULT SAINTE MARIE,MI,49783,MI,12/31/2020,2020,260339701001008,1,10 Mbps/1 Mbps,,,,False,77020,POINT (-84.224531 46.526615)
9062,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.179714,-85.026696,22608 S RIVER RUN DR,TROUT LAKE,MI,49793,MI,12/31/2020,2020,260339707002189,1,10 Mbps/1 Mbps,,,,False,80600,POINT (-85.026696 46.179714)
9063,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.234033,-84.278207,18745 S RIVERSIDE DR,PICKFORD,MI,49774,MI,12/31/2020,2020,260339710002057,1,10 Mbps/1 Mbps,,,,False,63980,POINT (-84.27820699999999 46.234033)
9064,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.105209,-85.73888,N6421 COUNTY ROAD H33,GOULD CITY,MI,49838,MI,12/31/2019,2019,260979503002100,2,10 Mbps/1 Mbps,,,,False,57640,POINT (-85.73887999999999 46.105209)
9065,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.336361,-84.430977,12695 S MACKINAC TRL,DAFTER,MI,49724,MI,12/03/2020,2020,260339708001084,1,10 Mbps/1 Mbps,,,,False,19540,POINT (-84.430977 46.336361)
9066,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.969289,-83.960051,37109 S LAKEWOOD LN,DE TOUR VILLAGE,MI,49725,MI,01/02/2021,2021,260339711001158,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.96005100000001 45.969289)
9067,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.989399,-84.465143,1747 S POINTE BRULEE RD,HESSEL,MI,49745,MI,09/30/2020,2020,260979501002031,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.465143 45.989399)
9068,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.045506,-84.363636,3173 N M 129,CEDARVILLE,MI,49719,MI,12/31/2020,2020,260979502001266,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.363636 46.045506)
9069,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.996013,-84.358411,232 E HODECK ST,CEDARVILLE,MI,49719,MI,01/01/2019,2019,260979501001041,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.358411 45.996013)
9070,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.978992,-84.195663,8072 E M 134,CEDARVILLE,MI,49719,MI,01/02/2021,2021,260979501001095,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.195663 45.978992)
9071,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.332349,-84.438057,11912 S MACKINAC TRL,DAFTER,MI,49724,MI,12/31/2021,2021,260339708001084,1,10 Mbps/1 Mbps,,,,False,19540,POINT (-84.438057 46.332349)
9072,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.05118,-84.404362,3083 CHARD RD,HESSEL,MI,49745,MI,01/01/2019,2019,260979502001254,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.40436200000001 46.05118)
9073,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.349834,-85.546334,923 MAIN ST,NEWBERRY,MI,49868,MI,12/31/2020,2020,260959601004179,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.546334 46.349834)
9074,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.994662,-84.834546,W1962 ADOLFUS ST,MORAN,MI,49760,MI,12/31/2019,2019,260979504002025,1,10 Mbps/1 Mbps,,,,False,10360,POINT (-84.834546 45.994662)
9075,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.485618,-84.283065,1358 S MISSION VIEW LN,SAULT SAINTE MARIE,MI,49783,MI,12/31/2021,2021,260339701001063,1,10 Mbps/1 Mbps,,,,False,77020,POINT (-84.28306499999999 46.485618)
9076,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.346089,-84.470217,11012 S TUORI SIDE RD,DAFTER,MI,49724,MI,12/31/2020,2020,260339708001077,1,10 Mbps/1 Mbps,,,,False,19540,POINT (-84.47021700000001 46.346089)
9077,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.188106,-84.96967,29098 H 40,MORAN,MI,49760,MI,12/31/2020,2020,260339708002214,1,10 Mbps/1 Mbps,,,,False,80600,POINT (-84.96966999999999 46.188106)
9078,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.974061,-83.908814,1465 LIGHTHOUSE POINT RD,DE TOUR VILLAGE,MI,49725,MI,01/02/2021,2021,260339711001102,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.90881400000001 45.974061)
9079,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.346407,-85.51267,7881 AUTUMN LN UNIT 2,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959601004184,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.51267 46.346407)
9080,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.056215,-84.451544,4251 W SAINT IGNACE RD,HESSEL,MI,49745,MI,07/09/2019,2019,260979502001260,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.451544 46.056215)
9081,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.975778,-84.30105,2367 S HILL ISLAND RD,CEDARVILLE,MI,49719,MI,01/02/2020,2020,260979501001057,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.30105 45.975778)
9082,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.999213,-84.741004,380 CHARLES MORAN RD,SAINT IGNACE,MI,49781,MI,12/31/2020,2020,260979502001197,1,10 Mbps/1 Mbps,,,,False,70860,POINT (-84.741004 45.999213)
9083,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.256831,-84.592091,17191 S TILSON RD,RUDYARD,MI,49780,MI,12/31/2021,2021,260339708003003,1,10 Mbps/1 Mbps,,,,False,70220,POINT (-84.592091 46.256831)
9084,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.342058,-84.322709,11296 S SHUNK RD,DAFTER,MI,49724,MI,12/03/2020,2020,260339710002009,1,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.322709 46.342058)
9085,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.210153,-85.750846,N9324 SAW_WA_QUATO ST,CURTIS,MI,49820,MI,12/31/2020,2020,260979503001131,1,10 Mbps/1 Mbps,,,,False,65600,POINT (-85.750846 46.210153)
9086,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.360938,-84.36883,222 W 10 MILE RD  UNIT  BLDG  FLR,SAULT SAINTE MARIE,MI,49783,MI,12/31/2020,2020,260339708001001,1,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.36883 46.360938)
9087,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.028306,-83.938845,32906 S RADISSON RD,DE TOUR VILLAGE,MI,49725,MI,09/30/2020,2020,260339710001220,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.938845 46.028306)
9088,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.487401,-84.284775,1092 MISSION VIEW LN,SAULT SAINTE MARIE,MI,49783,MI,12/03/2020,2020,260339701001063,1,10 Mbps/1 Mbps,,,,False,77020,POINT (-84.284775 46.487401)
9089,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.984157,-84.417097,1682 S FENLON ST,CEDARVILLE,MI,49719,MI,12/31/2021,2021,260979501002062,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.417097 45.984157)
9091,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.986071,-83.989325,18089 E SOUTH CARIBOU LAKE RD,DE TOUR VILLAGE,MI,49725,MI,12/31/2021,2021,260339711001064,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.98932499999999 45.986071)
9092,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.41107,-84.23248,6572 S LEADING LIGHT LN,SAULT SAINTE MARIE,MI,49783,MI,12/31/2021,2021,260339701001053,1,10 Mbps/1 Mbps,,,,False,77020,POINT (-84.23248 46.41107)
9093,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.984245,-84.895004,2928 LUEPNITZ LN  UNIT,MORAN,MI,49760,MI,12/31/2021,2021,260979504003086,1,10 Mbps/1 Mbps,,,,False,10360,POINT (-84.895004 45.984245)
9094,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.083389,-84.059406,14582 E LIME ISLAND RD,GOETZVILLE,MI,49736,MI,12/31/2020,2020,260339710001029,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.059406 46.083389)
9095,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.188999,-84.612609,21795 S PEFFERS RD,RUDYARD,MI,49780,MI,01/02/2020,2020,260339708003091,1,10 Mbps/1 Mbps,,,,False,70220,POINT (-84.61260900000001 46.188999)
9096,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.990017,-84.310522,2362 E FOX LAIR TRL,CEDARVILLE,MI,49719,MI,12/31/2018,2018,260979501001110,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.31052200000001 45.990017)
9097,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.144667,-84.058767,24554 S LEAMING LN,GOETZVILLE,MI,49736,MI,12/31/2021,2021,260339710001022,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.058767 46.144667)
9098,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.346213,-85.493119,13151 COUNTY ROAD 466,NEWBERRY,MI,49868,MI,12/31/2020,2020,260959601004220,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.49311899999999 46.346213)
9099,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.372843,-84.448069,4035 W M 28,BRIMLEY,MI,49715,MI,12/31/2020,2020,260339708001044,1,10 Mbps/1 Mbps,,,,False,19540,POINT (-84.448069 46.372843)
9100,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.322917,-84.451107,12633 S MACKINAC TRL,DAFTER,MI,49724,MI,12/03/2020,2020,260339708001102,1,10 Mbps/1 Mbps,,,,False,19540,POINT (-84.45110699999999 46.322917)
9101,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.357159,-84.279388,10331 S RIVERSIDE DR,SAULT SAINTE MARIE,MI,49783,MI,12/31/2021,2021,260339701003062,1,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.279388 46.357159)
9102,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.278155,-85.723527,24238 W CULVER DR,MC MILLAN,MI,49853,MI,12/31/2020,2020,260959602001686,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.723527 46.278155)
9103,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.979979,-84.757374,N 3849 BELONGA RD,SAINT IGNACE,MI,49781,MI,12/31/2020,2020,260979504002042,1,10 Mbps/1 Mbps,,,,False,70860,POINT (-84.757374 45.979979)
9104,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.116931,-85.571652,N6744 STATE HIGHWAY 117,ENGADINE,MI,49827,MI,12/31/2021,2021,260979503001101,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.571652 46.116931)
9105,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.999674,-84.376939,680 W M 134,CEDARVILLE,MI,49719,MI,01/01/2021,2021,260979501002009,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.37693899999999 45.999674)
9106,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.996729,-84.715916,N4075 ACKLAND RD UNIT BOX141B,SAINT IGNACE,MI,49781,MI,12/31/2019,2019,260979504002003,1,10 Mbps/1 Mbps,,,,False,70860,POINT (-84.71591600000001 45.996729)
9107,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.317792,-85.563506,16444 COUNTY ROAD 402,NEWBERRY,MI,49868,MI,12/31/2018,2018,260959601004217,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.563506 46.317792)
9108,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.071248,-85.552182,N5439 CARNEGIE TRL,NAUBINWAY,MI,49762,MI,12/31/2019,2019,260979503002009,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.552182 46.071248)
9109,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.968916,-83.960983,37223 S LAKEWOOD LN,DE TOUR VILLAGE,MI,49725,MI,01/02/2021,2021,260339711001158,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.960983 45.968916)
9110,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.100274,-85.433684,W11377 E BEACH RD,NAUBINWAY,MI,49762,MI,12/31/2021,2021,260979503002022,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.433684 46.100274)
9111,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.058109,-84.442291,3798 W SAINT IGNACE RD,HESSEL,MI,49745,MI,01/01/2019,2019,260979502001252,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.442291 46.058109)
9112,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.136615,-85.7396,N7281 COUNTY ROAD H33 UNIT RMKR98,GOULD CITY,MI,49838,MI,12/03/2020,2020,260979503002102,1,10 Mbps/1 Mbps,,,,False,57640,POINT (-85.7396 46.136615)
9113,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.986178,-84.214101,35931 S PRENTISS BAY DR,CEDARVILLE,MI,49719,MI,06/30/2021,2021,260339710001194,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.214101 45.986178)
9114,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.274124,-84.371254,200 W 16 MILE RD,SAULT SAINTE MARIE,MI,49783,MI,01/02/2021,2021,260339708001135,1,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.37125399999999 46.274124)
9115,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.275664,-84.380272,444 W 16 MILE RD,SAULT SAINTE MARIE,MI,49783,MI,01/02/2021,2021,260339708001135,2,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.38027200000001 46.275664)
9116,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.317282,-84.34814,752 E 13 MILE RD,DAFTER,MI,49724,MI,12/31/2020,2020,260339710002013,1,10 Mbps/1 Mbps,,,,False,11280,POINT (-84.34814 46.317282)
9117,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.10256,-85.490246,W12420 W RIVER RD,NAUBINWAY,MI,49762,MI,12/31/2021,2021,260979502002254,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.490246 46.10256)
9118,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.224968,-84.570921,19389 S CENTERLINE RD,RUDYARD,MI,49780,MI,01/01/2021,2021,260339708004067,1,10 Mbps/1 Mbps,,,,False,70220,POINT (-84.570921 46.224968)
9119,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.288256,-85.577027,17213 COUNTY ROAD 458,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959602002105,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.577027 46.288256)
9120,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.073077,-84.150858,28003 S KOTT LN,GOETZVILLE,MI,49736,MI,06/30/2021,2021,260339710001058,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.150858 46.073077)
9121,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.010166,-83.908309,1584 SIMS ST,DE TOUR VILLAGE,MI,49725,MI,12/31/2020,2020,260339711001039,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.908309 46.010166)
9122,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.121659,-84.049082,26637 S TOLEDO RD,GOETZVILLE,MI,49736,MI,01/02/2021,2021,260339710001025,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.049082 46.121659)
9123,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.997552,-84.297364,3566 E M 134,CEDARVILLE,MI,49719,MI,01/02/2021,2021,260979501001086,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.297364 45.997552)
9124,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.995404,-84.833489,W1966 LOUIE ST,MORAN,MI,49760,MI,12/31/2019,2019,260979504002028,1,10 Mbps/1 Mbps,,,,False,10360,POINT (-84.833489 45.995404)
9125,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.147275,-84.083083,13507 E NICOLE LN,GOETZVILLE,MI,49736,MI,03/31/2021,2021,260339710001017,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.083083 46.147275)
9126,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.338999,-85.511097,7447 STATE HIGHWAY M123,NEWBERRY,MI,49868,MI,12/31/2020,2020,260959601004212,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.51109700000001 46.338999)
9127,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.192685,-84.613165,12108 W PRAIRIE RD,RUDYARD,MI,49780,MI,01/02/2021,2021,260339708003082,1,10 Mbps/1 Mbps,,,,False,70220,POINT (-84.613165 46.192685)
9128,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.213217,-84.30254,20177 S LIBBY RD,PICKFORD,MI,49774,MI,06/30/2020,2020,260339710002076,1,10 Mbps/1 Mbps,,,,False,63980,POINT (-84.30253999999999 46.213217)
9129,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.052321,-84.111048,31367 S TOWER RD,GOETZVILLE,MI,49736,MI,03/31/2020,2020,260339710001052,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.111048 46.052321)
9130,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.238415,-84.571045,18469 S CENTERLINE RD,RUDYARD,MI,49780,MI,01/02/2020,2020,260339708004064,1,10 Mbps/1 Mbps,,,,False,70220,POINT (-84.571045 46.238415)
9131,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.086916,-84.074543,28966 S RABER RD,GOETZVILLE,MI,49736,MI,01/02/2021,2021,260339710001011,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.07454300000001 46.086916)
9132,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.975048,-84.819767,236 STATE ROUTE 123,MORAN,MI,49760,MI,12/31/2020,2020,260979504002068,1,10 Mbps/1 Mbps,,,,False,10360,POINT (-84.819767 45.975048)
9133,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.295335,-85.437162,4341 COUNTY ROAD 397,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959602002012,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.437162 46.295335)
9134,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.990677,-83.981931,18465 E BEACH ACCESS RD,DE TOUR VILLAGE,MI,49725,MI,12/31/2021,2021,260339711001064,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.981931 45.990677)
9135,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",45.970462,-83.952788,19719 E M 134,DE TOUR VILLAGE,MI,49725,MI,04/30/2021,2021,260339711001085,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.952788 45.970462)
9136,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.116125,-84.053351,27035 S FIRST POINT LANDING RD,GOETZVILLE,MI,49736,MI,01/02/2021,2021,260339710001025,1,10 Mbps/1 Mbps,,,,False,66760,POINT (-84.05335100000001 46.116125)
9137,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.137694,-85.7404666,N7307 COUNTY ROAD H33,GOULD CITY,MI,49838,MI,12/31/2019,2019,260979503002102,1,10 Mbps/1 Mbps,,,,False,57640,POINT (-85.7404666 46.137694)
9138,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.12406,-85.570891,6937 NORTH M117,ENGADINE,MI,49827,MI,12/31/2021,2021,260979502002241,1,10 Mbps/1 Mbps,,,,False,31620,POINT (-85.570891 46.12406)
9140,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.225436,-84.362311,19387 S M 129,SAULT SAINTE MARIE,MI,49783,MI,12/31/2021,2021,260339710002113,1,10 Mbps/1 Mbps,,,,False,63980,POINT (-84.36231100000001 46.225436)
9141,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.02843,-83.954859,19265 E STEEL RD,DE TOUR VILLAGE,MI,49725,MI,01/02/2020,2020,260339710001220,1,10 Mbps/1 Mbps,,,,False,21770,POINT (-83.954859 46.02843)
9142,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.014521,-84.468298,5012 W M 134,HESSEL,MI,49745,MI,12/31/2021,2021,260979502001244,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.468298 46.014521)
9143,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.042599,-84.289509,3576 E SWEDE RD,CEDARVILLE,MI,49719,MI,12/31/2021,2021,260979501001034,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.289509 46.042599)
9144,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.274857,-85.757003,25804 COUNTY ROAD 98,MC MILLAN,MI,49853,MI,12/31/2020,2020,260959602001686,1,10 Mbps/1 Mbps,,,,False,44540,POINT (-85.757003 46.274857)
9145,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.070841,-84.452358,4315 W POGLESE RD,HESSEL,MI,49745,MI,12/31/2019,2019,260979502001252,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.452358 46.070841)
9146,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.275137,-84.551761,15918 S JOHNSON RD,RUDYARD,MI,49780,MI,12/31/2021,2021,260339708002105,1,10 Mbps/1 Mbps,,,,False,43480,POINT (-84.551761 46.275137)
9148,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.261892,-85.550524,1922 S COUNTY ROAD 405,NEWBERRY,MI,49868,MI,12/03/2020,2020,260959602002025,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.550524 46.261892)
9150,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.188573,-85.05054,32927 W MAY NAOMI DR,TROUT LAKE,MI,49793,MI,12/31/2020,2020,260339707002175,1,10 Mbps/1 Mbps,,,,False,80600,POINT (-85.05054 46.188573)
9151,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.174248,-85.749158,W17318 BURTON RD,CURTIS,MI,49820,MI,12/03/2020,2020,260979503002086,1,10 Mbps/1 Mbps,,,,False,65600,POINT (-85.74915799999999 46.174248)
9152,CAF II,310702,CONNECT PARENT CORPORATION,"BRIGHTSPEED OF MICHIGAN, INC",46.043189,-84.350761,587 E SWEDE RD,CEDARVILLE,MI,49719,MI,01/01/2019,2019,260979501001016,1,10 Mbps/1 Mbps,,,,False,16060,POINT (-84.35076100000001 46.043189)
9153,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.187049,-84.955694,28285 W H40,MORAN,MI,49760,MI,12/31/2020,2020,260339708002255,1,10 Mbps/1 Mbps,,,,False,80600,POINT (-84.95569399999999 46.187049)
9154,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,45.989582,-84.841335,N3969 APPLE LN,MORAN,MI,49760,MI,12/03/2020,2020,260979504002056,1,10 Mbps/1 Mbps,,,,False,10360,POINT (-84.841335 45.989582)
9155,CAF II,315090,AT&T INC.,MICHIGAN BELL TEL CO,46.282059,-85.45776,3751 COUNTY ROAD 399,NEWBERRY,MI,49868,MI,12/31/2019,2019,260959602002017,1,10 Mbps/1 Mbps,,,,False,63500,POINT (-85.45775999999999 46.282059)
